Animal ID,Date of Birth,Name,DateTime,MonthYear,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A726179,4/14/16,,2016-06-26T11:22:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A728791,8/8/15,*Athena,2016-06-26T11:34:00,Jun-16,Transfer,Partner,Dog,Intact Female,10 months,Labrador Retriever/Rhod Ridgeback,Tan/Brown
A687541,9/6/12,Bella,2016-06-26T12:05:00,Jun-16,Adoption,,Dog,Spayed Female,3 years,American Staffordshire Terrier Mix,Fawn/White
A721601,3/1/14,Axylleous,2016-06-26T12:38:00,Jun-16,Adoption,,Dog,Neutered Male,2 years,Pointer Mix,White/Tan
A729275,5/1/16,Otto,2016-06-26T12:53:00,Jun-16,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A683082,1/6/14,Chubs,2016-06-26T12:58:00,Jun-16,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A729009,6/12/14,Duke,2016-06-26T13:06:00,Jun-16,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Red/Tan
A727818,4/19/16,*Fiona,2016-06-26T13:34:00,Jun-16,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A727819,4/19/16,*Rowan,2016-06-26T13:34:00,Jun-16,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A727820,4/19/16,*Kyra,2016-06-26T13:34:00,Jun-16,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie
A729680,9/22/15,Charliebrown,2016-06-26T13:36:00,Jun-16,Adoption,,Dog,Neutered Male,9 months,Harrier Mix,Tricolor
A726634,4/10/16,*Kora,2016-06-26T13:39:00,Jun-16,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair,Black/White
A726637,4/10/16,*Fili,2016-06-26T13:39:00,Jun-16,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair,White/Black
A726639,4/10/16,*Kili,2016-06-26T13:39:00,Jun-16,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair,White/Brown
A727109,4/3/16,*Twix,2016-06-26T14:25:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A724950,2/8/16,,2016-06-26T14:57:00,Jun-16,Transfer,Partner,Dog,Neutered Male,4 months,Pit Bull,White/Black
A729358,6/17/11,Trevor,2016-06-26T15:01:00,Jun-16,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby
A729713,6/26/08,Ramsey,2016-06-26T15:16:00,Jun-16,Adoption,,Dog,Neutered Male,8 years,Golden Retriever Mix,Tan/White
A724905,3/7/16,Luna,2016-06-26T15:33:00,Jun-16,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A729594,6/20/11,*Gerald,2016-06-26T15:57:00,Jun-16,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan/White
A718618,1/3/15,,2016-06-26T16:03:00,Jun-16,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A729021,4/4/16,Prof. Black,2016-06-26T16:19:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A727810,4/8/16,*Gretchen,2016-06-26T16:51:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White
A729493,6/19/15,*Delilah,2016-06-26T16:55:00,Jun-16,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Tricolor
A728865,6/9/15,Lola,2016-06-26T17:11:00,Jun-16,Adoption,,Dog,Spayed Female,1 year,Cairn Terrier Mix,Tan/White
A729678,4/22/16,,2016-06-26T17:19:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A728292,3/25/16,*Willie,2016-06-26T17:24:00,Jun-16,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black/White
A729689,6/22/14,,2016-06-26T17:30:00,Jun-16,Adoption,,Dog,Spayed Female,2 years,Cairn Terrier Mix,Tan
A728868,6/9/15,Simba,2016-06-26T17:34:00,Jun-16,Adoption,,Dog,Neutered Male,1 year,Bernese Mountain Dog Mix,Brown/Black
A729606,6/21/14,Elwood,2016-06-26T17:38:00,Jun-16,Adoption,,Dog,Neutered Male,2 years,Basset Hound/Labrador Retriever,Brown
A729691,4/7/16,*Emily,2016-06-26T17:45:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A727363,5/21/15,Tyson,2016-06-26T18:05:00,Jun-16,Adoption,,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Brown
A726724,4/6/16,*Bob-O,2016-06-26T18:19:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A705238,6/15/09,Hero,2016-06-26T18:20:00,Jun-16,Adoption,,Dog,Neutered Male,7 years,Rottweiler Mix,Black/Brown
A727064,4/18/16,*Ellie,2016-06-26T18:32:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Black
A729547,4/28/16,Pepper,2016-06-26T18:51:00,Jun-16,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A723945,4/9/13,*Earl,2016-06-26T18:56:00,Jun-16,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Red
A729685,7/22/15,,2016-06-26T19:02:00,Jun-16,Adoption,,Dog,Spayed Female,11 months,Siberian Husky Mix,Red/White
A728868,6/9/15,Simba,2016-06-26T19:02:00,Jun-16,Adoption,,Dog,Neutered Male,1 year,Bernese Mountain Dog Mix,Brown/Black
A729327,6/16/13,Bonnie,2016-06-26T19:06:00,Jun-16,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black/White
A725975,5/4/15,Elsa,2016-06-26T19:06:00,Jun-16,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black
A729502,6/19/13,*Paul,2016-06-26T19:11:00,Jun-16,Adoption,,Dog,Neutered Male,3 years,Bruss Griffon Mix,White
A729925,4/25/16,,2016-06-26T21:48:00,Jun-16,Transfer,Partner,Dog,Intact Female,2 months,Great Dane Mix,Black/White
A726695,5/13/11,Molly,2016-06-26T21:56:00,Jun-16,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Orange Tabby/White
A655400,4/24/13,Bon Nui,2016-06-26T21:56:00,Jun-16,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
A729592,1/20/16,*Toodles,2016-06-26T22:03:00,Jun-16,Adoption,,Dog,Spayed Female,5 months,Picardy Sheepdog Mix,Yellow/White
A729953,12/26/14,,2016-06-27T09:00:00,Jun-16,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A729566,4/1/16,,2016-06-27T11:39:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A729710,1/8/16,*Gopher,2016-06-27T12:48:00,Jun-16,Adoption,,Dog,Neutered Male,5 months,German Shepherd Mix,Black/Tan
A730016,6/24/16,,2016-06-27T13:22:00,Jun-16,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Blue Tabby
A728643,6/6/15,*Molly,2016-06-27T13:55:00,Jun-16,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A728644,5/15/16,*Moses,2016-06-27T13:55:00,Jun-16,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A728645,5/15/16,*Max,2016-06-27T13:55:00,Jun-16,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A728646,5/15/16,*Mindy,2016-06-27T13:55:00,Jun-16,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A725958,5/4/15,*Juliet,2016-06-27T14:55:00,Jun-16,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A729491,6/20/15,Cracker,2016-06-27T15:06:00,Jun-16,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Chocolate/Tan
A727277,4/13/16,*Hank,2016-06-27T16:28:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A727229,4/13/16,*Amelia,2016-06-27T16:28:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A727769,5/25/07,Ivy,2016-06-27T16:38:00,Jun-16,Adoption,,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Calico
A729809,10/24/15,,2016-06-27T16:41:00,Jun-16,Transfer,Partner,Dog,Intact Male,8 months,Pit Bull Mix,Brown/White
A726178,4/7/16,,2016-06-27T16:55:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Orange Tabby
A720253,2/15/12,Boy Cat,2016-06-27T17:34:00,Jun-16,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby
A725744,2/14/14,Boston,2016-06-27T17:39:00,Jun-16,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A728179,5/31/08,*Lucille,2016-06-27T17:40:00,Jun-16,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Calico
A729770,4/29/16,*Amie,2016-06-27T17:47:00,Jun-16,Adoption,,Dog,Spayed Female,1 month,Beagle Mix,White/Black
A726988,4/20/16,*Puff,2016-06-27T17:54:00,Jun-16,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A729255,9/15/15,*Lucy,2016-06-27T18:03:00,Jun-16,Adoption,,Dog,Spayed Female,9 months,Chihuahua Shorthair Mix,White/Brown Brindle
A726349,4/4/16,*Piper,2016-06-27T18:20:00,Jun-16,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby
A729679,4/22/16,Jennabella,2016-06-27T18:25:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A729754,6/23/15,,2016-06-27T18:29:00,Jun-16,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/Tan
A727505,4/22/16,*Lily,2016-06-27T18:32:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
A729752,12/23/15,Buddy,2016-06-27T18:35:00,Jun-16,Adoption,,Dog,Neutered Male,6 months,German Shepherd Mix,Tricolor
A729783,9/24/15,,2016-06-27T18:39:00,Jun-16,Adoption,,Dog,Spayed Female,9 months,Pembroke Welsh Corgi/Chihuahua Longhair,Yellow/White
A730055,6/20/16,,2016-06-27T18:43:00,Jun-16,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Black/White
A728071,4/30/16,*Sky,2016-06-27T18:47:00,Jun-16,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,White/Black
A727928,5/28/14,*Zippy,2016-06-27T18:50:00,Jun-16,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue
A729404,6/17/15,*Gabe,2016-06-27T19:06:00,Jun-16,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever,Black
A729771,4/29/16,,2016-06-27T19:13:00,Jun-16,Adoption,,Dog,Spayed Female,1 month,Beagle Mix,Tricolor
A724826,4/21/16,Jaxxon,2016-06-28T07:46:00,Jun-16,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tan/White
A730041,6/27/14,,2016-06-28T09:00:00,Jun-16,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Torbie
A730042,6/27/14,,2016-06-28T09:00:00,Jun-16,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Medium Hair Mix,Brown Tabby
A730043,6/27/14,,2016-06-28T09:00:00,Jun-16,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Orange Tabby
A720606,3/9/10,Murphy,2016-06-28T09:57:00,Jun-16,Adoption,Foster,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby/White
A725953,4/4/16,*Pepper,2016-06-28T10:01:00,Jun-16,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby
A725954,4/4/16,*Cinnamon,2016-06-28T10:02:00,Jun-16,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White
A719847,1/29/12,*Rafael,2016-06-28T10:32:00,Jun-16,Adoption,Foster,Dog,Neutered Male,4 years,Siberian Husky/Australian Cattle Dog,White/Tricolor
A728762,2/8/16,*Lexie,2016-06-28T11:00:00,Jun-16,Adoption,Foster,Dog,Spayed Female,4 months,German Shepherd Mix,Sable/Tan
A730077,6/28/16,,2016-06-28T11:33:00,Jun-16,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby
A730078,6/28/16,,2016-06-28T11:33:00,Jun-16,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby
A730075,6/28/16,,2016-06-28T11:33:00,Jun-16,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Orange Tabby
A730076,6/28/16,,2016-06-28T11:34:00,Jun-16,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Calico
A730079,6/28/16,,2016-06-28T11:34:00,Jun-16,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Black
A730080,6/28/16,,2016-06-28T11:34:00,Jun-16,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby/White
A729602,6/21/12,,2016-06-28T11:34:00,Jun-16,Transfer,Partner,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,White/Brown
A728880,6/10/14,,2016-06-28T11:34:00,Jun-16,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
A655397,4/24/13,Notte,2016-06-28T11:48:00,Jun-16,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
A726250,4/12/16,*Oblina,2016-06-28T11:50:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A724768,4/21/15,*Uma,2016-06-28T11:56:00,Jun-16,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A729654,6/21/08,Moby,2016-06-28T12:01:00,Jun-16,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,White
A727491,4/22/16,Nightshade,2016-06-28T12:02:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair,Black
A729251,4/15/16,*Blanca,2016-06-28T12:03:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black/White
A724206,4/12/16,*Celine,2016-06-28T12:22:00,Jun-16,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A724208,4/12/16,*Collette,2016-06-28T12:22:00,Jun-16,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A726252,4/12/16,*Zimbo,2016-06-28T12:42:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A726253,4/12/16,*Ickis,2016-06-28T12:43:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A727809,4/8/16,*Tabitha,2016-06-28T12:43:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White
A729094,4/13/16,,2016-06-28T12:55:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A727912,8/28/15,*Gus,2016-06-28T13:02:00,Jun-16,Adoption,Foster,Dog,Neutered Male,10 months,Great Pyrenees Mix,White
A730093,6/26/16,,2016-06-28T13:29:00,Jun-16,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair Mix,Tortie
A730094,6/26/16,,2016-06-28T13:30:00,Jun-16,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair Mix,Tortie
A726396,5/10/05,Lead Belly,2016-06-28T13:36:00,Jun-16,Adoption,,Cat,Neutered Male,11 years,Siamese Mix,Flame Point
A726157,5/7/14,Burberry,2016-06-28T13:59:00,Jun-16,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue/White
A727766,4/10/16,*Cricket,2016-06-28T14:08:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A726506,5/11/10,*Lily,2016-06-28T14:20:00,Jun-16,Adoption,Foster,Dog,Spayed Female,6 years,Border Collie Mix,Black/Brown
A725871,4/4/16,Lavander,2016-06-28T14:23:00,Jun-16,Adoption,Foster,Cat,Intact Female,2 months,Siamese Mix,Seal Point/White
A727503,4/22/16,*Mike,2016-06-28T14:36:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A729093,4/13/16,Gizmo,2016-06-28T14:39:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A727126,4/16/16,*Audie,2016-06-28T14:44:00,Jun-16,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue Tabby
A724748,8/21/15,Cal,2016-06-28T14:50:00,Jun-16,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Black
A723952,4/9/13,*Paloma,2016-06-28T14:50:00,Jun-16,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull Mix,White/Brown
A727770,4/10/16,*Grasshopper,2016-06-28T15:01:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A610074,5/3/11,Precious,2016-06-28T15:18:00,Jun-16,Adoption,,Cat,Spayed Female,5 years,Siamese Mix,Seal Point
A726723,4/6/16,*Max,2016-06-28T15:19:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A729911,6/25/13,Luke,2016-06-28T15:36:00,Jun-16,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Tan/White
A729451,4/18/16,Ricky,2016-06-28T15:50:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A729249,4/15/16,*Nueces,2016-06-28T15:55:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A726387,4/10/16,*Aoi,2016-06-28T16:13:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue Tabby
A726385,4/10/16,*Azul,2016-06-28T16:14:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue/White
A724988,4/14/16,,2016-06-28T16:21:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A729472,4/18/16,,2016-06-28T16:24:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A726390,4/10/16,*Indigo,2016-06-28T16:47:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue/White
A726388,4/10/16,*Cobalt,2016-06-28T16:50:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue Tabby/White
A729742,4/8/16,,2016-06-28T16:54:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A727112,4/3/16,*Starburst,2016-06-28T17:03:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White
A727110,4/3/16,*Skittles,2016-06-28T17:04:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue/White
A729486,8/19/15,*Link,2016-06-28T17:11:00,Jun-16,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Brown Tabby/White
A729874,1/10/16,,2016-06-28T17:20:00,Jun-16,Adoption,,Dog,Neutered Male,5 months,Siberian Husky Mix,Black/White
A726251,4/12/16,*Dizzle,2016-06-28T17:21:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A724089,4/11/13,Blue,2016-06-28T17:38:00,Jun-16,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Tan
A729505,11/4/15,Toby,2016-06-28T17:51:00,Jun-16,Adoption,,Dog,Neutered Male,7 months,Pit Bull/Labrador Retriever,Black/White
A727694,5/24/13,*Senor,2016-06-28T17:56:00,Jun-16,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby
A729705,6/22/14,*Pierre,2016-06-28T18:03:00,Jun-16,Adoption,,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A728338,6/2/14,Olivia,2016-06-28T18:07:00,Jun-16,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White
A729450,4/18/16,,2016-06-28T18:45:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A729473,4/18/16,,2016-06-28T18:54:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A729863,4/2/16,,2016-06-28T18:54:00,Jun-16,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Tan/White
A703224,4/6/15,Hercules,2016-06-28T19:00:00,Jun-16,Adoption,,Dog,Neutered Male,1 year,Great Pyrenees Mix,Sable
A729840,6/24/13,,2016-06-28T19:19:00,Jun-16,Adoption,,Dog,Neutered Male,3 years,Dachshund Mix,Red
A725263,4/27/15,Hova,2016-06-28T19:25:00,Jun-16,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,White/Brown Tabby
A726904,4/9/16,Phoeby,2016-06-28T19:25:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A730091,6/28/15,,2016-06-29T09:00:00,Jun-16,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A721349,2/25/13,Oliver,2016-06-29T09:48:00,Jun-16,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
A727173,4/4/16,*Opie,2016-06-29T10:04:00,Jun-16,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A729702,8/22/15,Nell,2016-06-29T11:30:00,Jun-16,Transfer,Partner,Dog,Intact Female,10 months,Maltese Mix,White
A527519,11/12/04,Shelley,2016-06-29T11:32:00,Jun-16,Transfer,Partner,Dog,Spayed Female,11 years,Pit Bull Mix,Tan/White
A414513,10/26/04,Rocky,2016-06-29T11:33:00,Jun-16,Transfer,Partner,Dog,Neutered Male,11 years,Miniature Schnauzer,Black/White
A728298,6/2/14,Boy,2016-06-29T11:33:00,Jun-16,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Black/White
A728313,5/2/15,Pete,2016-06-29T11:33:00,Jun-16,Transfer,Partner,Dog,Neutered Male,1 year,Akita/Border Collie,Black/White
A728238,4/15/16,,2016-06-29T11:44:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A729213,4/14/16,,2016-06-29T11:49:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A727277,4/13/16,*Hank,2016-06-29T12:22:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A727229,4/13/16,*Amelia,2016-06-29T12:23:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A725559,4/25/16,Tiger,2016-06-29T12:32:00,Jun-16,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A697110,2/18/11,Hilda,2016-06-29T12:54:00,Jun-16,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,Black/White
A726987,4/20/16,Tarley,2016-06-29T13:00:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A665549,10/19/11,Bella,2016-06-29T13:18:00,Jun-16,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,White/Brown Tabby
A728467,1/6/08,Terra,2016-06-29T13:21:00,Jun-16,Adoption,,Dog,Spayed Female,8 years,Pit Bull Mix,Fawn/White
A725561,4/25/16,Luna,2016-06-29T13:24:00,Jun-16,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black Tabby
A730107,5/30/16,Cara,2016-06-29T13:35:00,Jun-16,Transfer,Partner,Dog,Intact Female,4 weeks,Siberian Husky,Black/Cream
A730085,4/28/16,Tessa,2016-06-29T13:45:42,Jun-16,Transfer,Partner,Cat,Intact Female,2 months,Siamese Mix,Blue Point
A729471,4/18/16,,2016-06-29T14:03:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A728487,4/4/16,,2016-06-29T14:03:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A727731,5/25/15,*Durantea,2016-06-29T14:19:00,Jun-16,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie/White
A729402,4/2/16,,2016-06-29T14:25:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Silver Tabby/White
A729403,4/2/16,,2016-06-29T14:25:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A729320,4/10/16,Bella,2016-06-29T14:42:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A729176,2/10/12,Shelby,2016-06-29T14:56:00,Jun-16,Adoption,,Cat,Spayed Female,4 years,Oriental Sh Mix,Torbie
A726557,4/12/16,*Willa,2016-06-29T15:23:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A727228,3/29/16,*Webster,2016-06-29T15:24:00,Jun-16,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby
A728659,5/10/16,Cashew,2016-06-29T15:29:00,Jun-16,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A727666,4/19/16,Xavier,2016-06-29T15:58:00,Jun-16,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue
A729932,4/10/16,Chia,2016-06-29T15:59:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black Tabby/White
A729806,4/27/16,,2016-06-29T16:00:00,Jun-16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black Tabby
A729012,4/12/16,,2016-06-29T16:03:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A725429,3/21/16,*Hermione,2016-06-29T16:24:00,Jun-16,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A729013,4/12/16,,2016-06-29T16:25:00,Jun-16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A724929,4/23/14,*Titus,2016-06-29T16:33:00,Jun-16,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle
A728058,5/30/04,Nikko,2016-06-29T16:42:00,Jun-16,Adoption,,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Brown Tabby
